Name,Obj Fn,Runtime
B1C3,14032,0.0059998
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,
0,0.920244,0,0.203553,0.747888,0,0.605504,0,0.94791,0.291675,1,0.388222,1,0,0,0,0,0,0,0.97833,0,0.18407,0,0.697146,0.476297,1,0.420277,0,0.909442,0,0,0,0.901088,0.806275,0,0,0,0,0,0.624923,0,0,0.298529,0.286067,0,0,0,0,0,0,0,0,0,1,0,0,0.628176,0,0.481056,0,0.565797,0,0,0,0.868862,1,0.738607,0,0,0.866151,0,1,0.0293102,0.00396038,0,0,0,0,1,0.254066,0.549528,0.936731,0,0.407571,0.658908,0,0,0,0,0,0.647854,0,0,0,0,0,0,0,0,0,
