Name:,Obj Fn,Runtime,MIPGAP
"n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_100",9.9993e+09
"n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_200",9.99978e+09
"n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300",9.9998e+09
"n_1000_c_10000000000_g_10_f_0.1_eps_0.001_s_100",9.99907e+09
"n_1000_c_10000000000_g_10_f_0.1_eps_0.001_s_200",9.99956e+09
"n_1000_c_10000000000_g_10_f_0.1_eps_0.001_s_300",9.99942e+09
"n_1000_c_10000000000_g_10_f_0.1_eps_0.01_s_100",9.99923e+09
"n_1000_c_10000000000_g_10_f_0.1_eps_0.01_s_200",9.99924e+09
"n_1000_c_10000000000_g_10_f_0.1_eps_0.01_s_300",9.99925e+09
"n_1000_c_10000000000_g_10_f_0.1_eps_0.1_s_100",9.99611e+09
"n_1000_c_10000000000_g_10_f_0.1_eps_0.1_s_200",9.99611e+09
"n_1000_c_10000000000_g_10_f_0.1_eps_0.1_s_300",9.99611e+09
"n_1000_c_10000000000_g_10_f_0.1_eps_0_s_100",9.98049e+09
"n_1000_c_10000000000_g_10_f_0.1_eps_0_s_200",9.98051e+09
"n_1000_c_10000000000_g_10_f_0.1_eps_0_s_300",9.98052e+09
"n_1000_c_10000000000_g_10_f_0.1_eps_1e-05_s_100",9.99909e+09
"n_1000_c_10000000000_g_10_f_0.1_eps_1e-05_s_200",9.99911e+09
"n_1000_c_10000000000_g_10_f_0.1_eps_1e-05_s_300",9.99922e+09
"n_1000_c_10000000000_g_10_f_0.2_eps_0.0001_s_100",9.9993e+09
"n_1000_c_10000000000_g_10_f_0.2_eps_0.0001_s_200",9.99932e+09
"n_1000_c_10000000000_g_10_f_0.2_eps_0.0001_s_300",9.99933e+09
"n_1000_c_10000000000_g_10_f_0.2_eps_0.001_s_100",9.99908e+09
"n_1000_c_10000000000_g_10_f_0.2_eps_0.001_s_200",9.99956e+09
"n_1000_c_10000000000_g_10_f_0.2_eps_0.001_s_300",9.99958e+09
"n_1000_c_10000000000_g_10_f_0.2_eps_0.01_s_100",9.99923e+09
"n_1000_c_10000000000_g_10_f_0.2_eps_0.01_s_200",9.99924e+09
"n_1000_c_10000000000_g_10_f_0.2_eps_0.01_s_300",9.99926e+09
"n_1000_c_10000000000_g_10_f_0.2_eps_0.1_s_100",9.99611e+09
"n_1000_c_10000000000_g_10_f_0.2_eps_0.1_s_200",9.99612e+09
"n_1000_c_10000000000_g_10_f_0.2_eps_0.1_s_300",9.99613e+09
"n_1000_c_10000000000_g_10_f_0.2_eps_0_s_100",1e+10
"n_1000_c_10000000000_g_10_f_0.2_eps_0_s_200",9.98052e+09
"n_1000_c_10000000000_g_10_f_0.2_eps_0_s_300",9.98054e+09
"n_1000_c_10000000000_g_10_f_0.2_eps_1e-05_s_100",9.99909e+09
"n_1000_c_10000000000_g_10_f_0.2_eps_1e-05_s_200",9.99921e+09
"n_1000_c_10000000000_g_10_f_0.2_eps_1e-05_s_300",9.99913e+09
"n_1000_c_10000000000_g_10_f_0.3_eps_0.0001_s_100",9.99983e+09
"n_1000_c_10000000000_g_10_f_0.3_eps_0.0001_s_200",9.99932e+09
"n_1000_c_10000000000_g_10_f_0.3_eps_0.0001_s_300",9.99987e+09
"n_1000_c_10000000000_g_10_f_0.3_eps_0.001_s_100",9.99909e+09
"n_1000_c_10000000000_g_10_f_0.3_eps_0.001_s_200",9.99957e+09
"n_1000_c_10000000000_g_10_f_0.3_eps_0.001_s_300",9.99912e+09
"n_1000_c_10000000000_g_10_f_0.3_eps_0.01_s_100",9.99923e+09
"n_1000_c_10000000000_g_10_f_0.3_eps_0.01_s_200",9.99925e+09
"n_1000_c_10000000000_g_10_f_0.3_eps_0.01_s_300",9.99926e+09
"n_1000_c_10000000000_g_10_f_0.3_eps_0.1_s_100",9.99611e+09
"n_1000_c_10000000000_g_10_f_0.3_eps_0.1_s_200",9.99613e+09
"n_1000_c_10000000000_g_10_f_0.3_eps_0.1_s_300",9.99615e+09
"n_1000_c_10000000000_g_10_f_0.3_eps_0_s_100",9.9805e+09
"n_1000_c_10000000000_g_10_f_0.3_eps_0_s_200",9.98052e+09
"n_1000_c_10000000000_g_10_f_0.3_eps_0_s_300",9.98055e+09
"n_1000_c_10000000000_g_10_f_0.3_eps_1e-05_s_100",9.9991e+09
