Name:,Obj Fn,Runtime,MIPGAP
"n_1200_c_10000000000_g_2_f_0.1_eps_0.0001_s_200",5001012365,0.00800014,0
"n_1200_c_10000000000_g_2_f_0.1_eps_0.0001_s_300",5001018461,0.0079999,0
"n_1200_c_10000000000_g_2_f_0.1_eps_0.001_s_100",5010005909,0.0079999,0
"n_1200_c_10000000000_g_2_f_0.1_eps_0.001_s_200",5010011791,0.0059998,5.98801e-10
"n_1200_c_10000000000_g_2_f_0.1_eps_0.001_s_300",5010018712,0.0059998,0
"n_1200_c_10000000000_g_2_f_0.1_eps_0.01_s_100",5100007036,0.0059998,0
"n_1200_c_10000000000_g_2_f_0.1_eps_0.01_s_200",5100011268,0.0079999,0
"n_1200_c_10000000000_g_2_f_0.1_eps_0.01_s_300",5100019018,0.00999999,0
"n_1200_c_10000000000_g_2_f_0.1_eps_0.1_s_100",6000005906,0.0059998,1.66667e-10
"n_1200_c_10000000000_g_2_f_0.1_eps_0.1_s_200",6000011797,0.0079999,3.33333e-10
"n_1200_c_10000000000_g_2_f_0.1_eps_0.1_s_300",6000018631,0.00700021,0
"n_1200_c_10000000000_g_2_f_0.1_eps_0_s_100",10000004580,0.016,0
"n_1200_c_10000000000_g_2_f_0.1_eps_0_s_200",10000007646,0.00999999,0
"n_1200_c_10000000000_g_2_f_0.1_eps_0_s_300",10000010936,0.0110002,0
"n_1200_c_10000000000_g_2_f_0.1_eps_1e-05_s_100",5000106255,0.00699997,3.99991e-10
"n_1200_c_10000000000_g_2_f_0.1_eps_1e-05_s_200",5000112474,0.00800014,0
"n_1200_c_10000000000_g_2_f_0.1_eps_1e-05_s_300",5000119369,0.00600004,0
"n_1200_c_10000000000_g_2_f_0.2_eps_0.0001_s_100",5001012676,0.00800014,0
"n_1200_c_10000000000_g_2_f_0.2_eps_0.0001_s_200",5001024290,0.00600004,0
"n_1200_c_10000000000_g_2_f_0.2_eps_0.0001_s_300",5001034211,0.0079999,0
"n_1200_c_10000000000_g_2_f_0.2_eps_0.001_s_100",5010012073,0.00600004,1.996e-10
"n_1200_c_10000000000_g_2_f_0.2_eps_0.001_s_200",5010024822,0.00999999,0
"n_1200_c_10000000000_g_2_f_0.2_eps_0.001_s_300",5010037343,0.00800014,0
"n_1200_c_10000000000_g_2_f_0.2_eps_0.01_s_100",5100011912,0.00600004,0
"n_1200_c_10000000000_g_2_f_0.2_eps_0.01_s_200",5100025696,0.00800014,0
"n_1200_c_10000000000_g_2_f_0.2_eps_0.01_s_300",5100036538,0.00999999,0
"n_1200_c_10000000000_g_2_f_0.2_eps_0.1_s_100",6000012719,0.00600004,1.66666e-10
"n_1200_c_10000000000_g_2_f_0.2_eps_0.1_s_200",6000023509,0.0079999,1.66666e-10
"n_1200_c_10000000000_g_2_f_0.2_eps_0.1_s_300",6000035326,0.00700021,0
"n_1200_c_10000000000_g_2_f_0.2_eps_0_s_100",10000008516,0.016,0
"n_1200_c_10000000000_g_2_f_0.2_eps_0_s_200",10000015241,0.0149999,0
"n_1200_c_10000000000_g_2_f_0.2_eps_0_s_300",10000025393,0.00999999,0
"n_1200_c_10000000000_g_2_f_0.2_eps_1e-05_s_100",5000112503,0.00600004,0
"n_1200_c_10000000000_g_2_f_0.2_eps_1e-05_s_200",5000123890,0.00800014,0
"n_1200_c_10000000000_g_2_f_0.2_eps_1e-05_s_300",5000134817,0.00800014,0
"n_1200_c_10000000000_g_2_f_0.3_eps_0.0001_s_100",5001017586,0.00600004,0
"n_1200_c_10000000000_g_2_f_0.3_eps_0.0001_s_200",5001034544,0.00999999,0
"n_1200_c_10000000000_g_2_f_0.3_eps_0.0001_s_300",5001056007,0.00999999,0
"n_1200_c_10000000000_g_2_f_0.3_eps_0.001_s_100",5010017780,0.0079999,0
"n_1200_c_10000000000_g_2_f_0.3_eps_0.001_s_200",5010036924,0.00800014,0
"n_1200_c_10000000000_g_2_f_0.3_eps_0.001_s_300",5010053407,0.00999999,0
"n_1200_c_10000000000_g_2_f_0.3_eps_0.01_s_100",5100018345,0.0059998,0
"n_1200_c_10000000000_g_2_f_0.3_eps_0.01_s_200",5100034995,0.00600004,0
"n_1200_c_10000000000_g_2_f_0.3_eps_0.01_s_300",5100055665,0.0119998,0
"n_1200_c_10000000000_g_2_f_0.3_eps_0.1_s_100",6000019375,0.0079999,3.33332e-10
"n_1200_c_10000000000_g_2_f_0.3_eps_0.1_s_200",6000037632,0.00999999,0
"n_1200_c_10000000000_g_2_f_0.3_eps_0.1_s_300",6000052765,0.0120001,0
"n_1200_c_10000000000_g_2_f_0.3_eps_0_s_100",10000012904,0.0100002,0
"n_1200_c_10000000000_g_2_f_0.3_eps_0_s_200",10000024896,0.00999999,0
"n_1200_c_10000000000_g_2_f_0.3_eps_0_s_300",10000039893,0.00999999,0
"n_1200_c_10000000000_g_2_f_0.3_eps_1e-05_s_100",5000118147,0.00600004,0
"n_1200_c_10000000000_g_2_f_0.3_eps_1e-05_s_200",5000136647,0.0079999,1.99995e-10
"n_1200_c_10000000000_g_2_f_0.3_eps_1e-05_s_300",5000156208,0.00999999,0
"n_1200_c_10000000000_g_6_f_0.1_eps_0.0001_s_100",9718509397,65.719,0.0289645
"n_1200_c_10000000000_g_6_f_0.1_eps_0.0001_s_200",9718519217,60.019,0.0289643
"n_1200_c_10000000000_g_6_f_0.1_eps_0.0001_s_300",9718528110,62.013,0.0289636
"n_1200_c_10000000000_g_6_f_0.1_eps_0.001_s_100",9997508589,60.008,0.000249464
"n_1200_c_10000000000_g_6_f_0.1_eps_0.001_s_200",9997517948,60.51,0.000248859
"n_1200_c_10000000000_g_6_f_0.1_eps_0.001_s_300",9997525639,60.019,0.000248532
"n_1200_c_10000000000_g_6_f_0.1_eps_0.01_s_100",9975006790,64.519,0.00250597
"n_1200_c_10000000000_g_6_f_0.1_eps_0.01_s_200",9975013375,60.007,0.0025055
"n_1200_c_10000000000_g_6_f_0.1_eps_0.01_s_300",9975019226,60.008,0.00250549
"n_1200_c_10000000000_g_6_f_0.1_eps_0.1_s_100",10000006123,0.909,1.8288e-07
"n_1200_c_10000000000_g_6_f_0.1_eps_0.1_s_200",10000009191,10.848,4.9557e-08
"n_1200_c_10000000000_g_6_f_0.1_eps_0.1_s_300",10000014129,1.298,8.65576e-08
"n_1200_c_10000000000_g_6_f_0.1_eps_0_s_100",10000006617,0.013,0
"n_1200_c_10000000000_g_6_f_0.1_eps_0_s_200",10000013161,0.0580001,6.00001e-10
"n_1200_c_10000000000_g_6_f_0.1_eps_0_s_300",9687526822,61.213,0.0322564
"n_1200_c_10000000000_g_6_f_0.1_eps_1e-05_s_100",9690608830,60.019,0.0319273
"n_1200_c_10000000000_g_6_f_0.1_eps_1e-05_s_200",9690617136,60.017,0.0319265
"n_1200_c_10000000000_g_6_f_0.1_eps_1e-05_s_300",9690626639,60.01,0.0319261
"n_1200_c_10000000000_g_6_f_0.2_eps_0.0001_s_100",9718514646,60.098,0.0289641
"n_1200_c_10000000000_g_6_f_0.2_eps_0.0001_s_200",9718531814,60.018,0.0289632
"n_1200_c_10000000000_g_6_f_0.2_eps_0.0001_s_300",9718542599,60.181,0.0289624
"n_1200_c_10000000000_g_6_f_0.2_eps_0.001_s_100",9997514978,60.018,0.000248974
"n_1200_c_10000000000_g_6_f_0.2_eps_0.001_s_200",9997530713,60.005,0.00024808
"n_1200_c_10000000000_g_6_f_0.2_eps_0.001_s_300",9997544214,60.027,0.00024741
"n_1200_c_10000000000_g_6_f_0.2_eps_0.01_s_100",9975012652,60.014,0.00250558
"n_1200_c_10000000000_g_6_f_0.2_eps_0.01_s_200",9975026123,60.011,0.00250466
"n_1200_c_10000000000_g_6_f_0.2_eps_0.01_s_300",9975037191,60.01,0.00250425
"n_1200_c_10000000000_g_6_f_0.2_eps_0.1_s_100",10000009487,3.025,3.28095e-08
"n_1200_c_10000000000_g_6_f_0.2_eps_0.1_s_200",10000016629,3.125,6.17188e-08
"n_1200_c_10000000000_g_6_f_0.2_eps_0.1_s_300",10000022997,4.059,1.37085e-07
"n_1200_c_10000000000_g_6_f_0.2_eps_0_s_100",10000010304,0.0120001,0
"n_1200_c_10000000000_g_6_f_0.2_eps_0_s_200",9687529643,60.019,0.0322561
"n_1200_c_10000000000_g_6_f_0.2_eps_0_s_300",9687543816,60.008,0.0322552
"n_1200_c_10000000000_g_6_f_0.2_eps_1e-05_s_100",9690614045,67.709,0.0319269
"n_1200_c_10000000000_g_6_f_0.2_eps_1e-05_s_200",9690631481,60.464,0.0319257
"n_1200_c_10000000000_g_6_f_0.2_eps_1e-05_s_300",9690646214,60.006,0.0319248
"n_1200_c_10000000000_g_6_f_0.3_eps_0.0001_s_100",9718521732,60.359,0.0289636
"n_1200_c_10000000000_g_6_f_0.3_eps_0.0001_s_200",9718542986,61.455,0.0289627
"n_1200_c_10000000000_g_6_f_0.3_eps_0.0001_s_300",9718565139,60.941,0.0289609
"n_1200_c_10000000000_g_6_f_0.3_eps_0.001_s_100",9997519692,60.009,0.000248619
"n_1200_c_10000000000_g_6_f_0.3_eps_0.001_s_200",9997542045,61.23,0.000247146
"n_1200_c_10000000000_g_6_f_0.3_eps_0.001_s_300",9997563381,60.005,0.00024621
"n_1200_c_10000000000_g_6_f_0.3_eps_0.01_s_100",9975019377,60.022,0.00250504
"n_1200_c_10000000000_g_6_f_0.3_eps_0.01_s_200",9975038116,60.015,0.00250402
"n_1200_c_10000000000_g_6_f_0.3_eps_0.01_s_300",9975056627,60.029,0.00250291
"n_1200_c_10000000000_g_6_f_0.3_eps_0.1_s_100",10000012811,5.185,3.53571e-08
"n_1200_c_10000000000_g_6_f_0.3_eps_0.1_s_200",10000025054,1.015,5.66142e-08
"n_1200_c_10000000000_g_6_f_0.3_eps_0.1_s_300",10000037042,11.05,7.25299e-08
"n_1200_c_10000000000_g_6_f_0.3_eps_0_s_100",10000014061,0.116,4.00001e-10
"n_1200_c_10000000000_g_6_f_0.3_eps_0_s_200",9687540549,60.005,0.0322553
"n_1200_c_10000000000_g_6_f_0.3_eps_0_s_300",9687561585,60.012,0.0322539
"n_1200_c_10000000000_g_6_f_0.3_eps_1e-05_s_100",9690620872,60.034,0.0319261
"n_1200_c_10000000000_g_6_f_0.3_eps_1e-05_s_200",9690641069,60.007,0.0319252
"n_1200_c_10000000000_g_6_f_0.3_eps_1e-05_s_300",9690664476,60.018,0.0319233
"n_1200_c_100000000_g_10_f_0.1_eps_0.0001_s_100",100009381,0.264,4.79669e-07
"n_1200_c_100000000_g_10_f_0.1_eps_0.0001_s_200",100012590,0.247,5.35913e-05
"n_1200_c_100000000_g_10_f_0.1_eps_0.0001_s_300",100021818,0.0249999,7.83404e-05
"n_1200_c_100000000_g_10_f_0.1_eps_0.001_s_100",100000209,6.012,8.3405e-05
"n_1200_c_100000000_g_10_f_0.1_eps_0.001_s_200",100009673,0.264,7.98802e-05
"n_1200_c_100000000_g_10_f_0.1_eps_0.001_s_300",100018639,0.241,8.06336e-05
"n_1200_c_100000000_g_10_f_0.1_eps_0.01_s_100",99996218,6.583,9.99658e-05
"n_1200_c_100000000_g_10_f_0.1_eps_0.01_s_200",100003823,0.213,8.05627e-05
"n_1200_c_100000000_g_10_f_0.1_eps_0.01_s_300",100012201,0.229,5.11878e-05
"n_1200_c_100000000_g_10_f_0.1_eps_0.1_s_100",99968643,61.411,0.000342766
"n_1200_c_100000000_g_10_f_0.1_eps_0.1_s_200",99974872,60.013,0.000305375
"n_1200_c_100000000_g_10_f_0.1_eps_0.1_s_300",99981667,60.008,0.00027418
"n_1200_c_100000000_g_10_f_0.1_eps_0_s_100",99826161,60.027,0.00175941
"n_1200_c_100000000_g_10_f_0.1_eps_0_s_200",99849612,60.008,0.00170742
"n_1200_c_100000000_g_10_f_0.1_eps_0_s_300",99869977,60.028,0.00158733
"n_1200_c_100000000_g_10_f_0.1_eps_1e-05_s_100",99999563,0.327,9.98359e-05
"n_1200_c_100000000_g_10_f_0.1_eps_1e-05_s_200",100012282,0.146,7.22572e-05
"n_1200_c_100000000_g_10_f_0.1_eps_1e-05_s_300",100020551,0.05,9.73726e-05
"n_1200_c_100000000_g_10_f_0.2_eps_0.0001_s_100",100007198,0.0369999,4.19855e-05
"n_1200_c_100000000_g_10_f_0.2_eps_0.0001_s_200",100014966,0.033,7.00461e-05
"n_1200_c_100000000_g_10_f_0.2_eps_0.0001_s_300",100029184,0.219,2.18688e-05
"n_1200_c_100000000_g_10_f_0.2_eps_0.001_s_100",100003821,3.439,6.52771e-05
"n_1200_c_100000000_g_10_f_0.2_eps_0.001_s_200",100013377,1.036,9.64907e-05
"n_1200_c_100000000_g_10_f_0.2_eps_0.001_s_300",100025518,0.211,6.57717e-05
"n_1200_c_100000000_g_10_f_0.2_eps_0.01_s_100",99999094,0.106,9.39578e-05
"n_1200_c_100000000_g_10_f_0.2_eps_0.01_s_200",100014318,0.0210001,1.65752e-05
"n_1200_c_100000000_g_10_f_0.2_eps_0.01_s_300",100021337,0.554,1.95084e-06
"n_1200_c_100000000_g_10_f_0.2_eps_0.1_s_100",99973635,60.03,0.000310552
"n_1200_c_100000000_g_10_f_0.2_eps_0.1_s_200",99986550,60.01,0.00022426
"n_1200_c_100000000_g_10_f_0.2_eps_0.1_s_300",100001780,60.01,0.000137502
"n_1200_c_100000000_g_10_f_0.2_eps_0_s_100",99831807,60.009,0.00179065
"n_1200_c_100000000_g_10_f_0.2_eps_0_s_200",99857425,60.053,0.00153429
"n_1200_c_100000000_g_10_f_0.2_eps_0_s_300",99887959,60.02,0.00146687
"n_1200_c_100000000_g_10_f_0.2_eps_1e-05_s_100",100000911,4.654,9.51087e-05
"n_1200_c_100000000_g_10_f_0.2_eps_1e-05_s_200",100012961,0.22,8.40388e-05
"n_1200_c_100000000_g_10_f_0.2_eps_1e-05_s_300",100022607,0.221,9.43673e-05
"n_1200_c_100000000_g_10_f_0.3_eps_0.0001_s_100",100004055,0.102,6.97381e-05
"n_1200_c_100000000_g_10_f_0.3_eps_0.0001_s_200",100014355,1.948,7.77723e-05
"n_1200_c_100000000_g_10_f_0.3_eps_0.0001_s_300",100031168,0.013,2.57981e-05
"n_1200_c_100000000_g_10_f_0.3_eps_0.001_s_100",100012032,2.894,2.51246e-06
"n_1200_c_100000000_g_10_f_0.3_eps_0.001_s_200",100012462,0.127,9.63103e-05
"n_1200_c_100000000_g_10_f_0.3_eps_0.001_s_300",100027968,3.138,8.04863e-05
"n_1200_c_100000000_g_10_f_0.3_eps_0.01_s_100",100002590,0.14,6.61037e-05
"n_1200_c_100000000_g_10_f_0.3_eps_0.01_s_200",100021107,0.895,1.83888e-06
"n_1200_c_100000000_g_10_f_0.3_eps_0.01_s_300",100023171,0.278,7.16223e-05
"n_1200_c_100000000_g_10_f_0.3_eps_0.1_s_100",99978909,60.006,0.000267571
"n_1200_c_100000000_g_10_f_0.3_eps_0.1_s_200",100000136,60.01,0.000139949
"n_1200_c_100000000_g_10_f_0.3_eps_0.1_s_300",100009539,0.549,9.15662e-05
"n_1200_c_100000000_g_10_f_0.3_eps_0_s_100",99836190,60.028,0.0017692
"n_1200_c_100000000_g_10_f_0.3_eps_0_s_200",99867470,60.357,0.00155293
"n_1200_c_100000000_g_10_f_0.3_eps_0_s_300",99901635,60.024,0.00135063
"n_1200_c_100000000_g_10_f_0.3_eps_1e-05_s_100",100002193,3.905,9.00761e-05
"n_1200_c_100000000_g_10_f_0.3_eps_1e-05_s_200",100016423,13.84,7.7332e-05
"n_1200_c_100000000_g_10_f_0.3_eps_1e-05_s_300",100026398,0.367,7.57928e-05
"n_1200_c_100000000_g_14_f_0.1_eps_0.0001_s_100",100004335,0.0120001,9.32307e-05
"n_1200_c_100000000_g_14_f_0.1_eps_0.0001_s_200",100023090,0.00999999,3.29435e-05
"n_1200_c_100000000_g_14_f_0.1_eps_0.0001_s_300",100032785,0.0139999,8.00359e-05
"n_1200_c_100000000_g_14_f_0.1_eps_0.001_s_100",100002284,0.017,9.34419e-05
"n_1200_c_100000000_g_14_f_0.1_eps_0.001_s_200",100017286,0.0149999,6.11832e-05
"n_1200_c_100000000_g_14_f_0.1_eps_0.001_s_300",100033806,0.0140002,1.39512e-05
"n_1200_c_100000000_g_14_f_0.1_eps_0.01_s_100",100002311,0.0170002,4.86716e-05
"n_1200_c_100000000_g_14_f_0.1_eps_0.01_s_200",100011856,0.04,3.48965e-05
"n_1200_c_100000000_g_14_f_0.1_eps_0.01_s_300",100023075,0.016,5.30154e-06
"n_1200_c_100000000_g_14_f_0.1_eps_0.1_s_100",100001782,1.721,1.17088e-05
"n_1200_c_100000000_g_14_f_0.1_eps_0.1_s_200",99996865,0.727,7.96119e-05
"n_1200_c_100000000_g_14_f_0.1_eps_0.1_s_300",100003446,0.076,4.95664e-05
"n_1200_c_100000000_g_14_f_0.1_eps_0_s_100",100012532,0.016,8.95028e-06
"n_1200_c_100000000_g_14_f_0.1_eps_0_s_200",100023682,0.00999999,3.23231e-05
"n_1200_c_100000000_g_14_f_0.1_eps_0_s_300",100033933,0.00999999,2.98384e-05
"n_1200_c_100000000_g_14_f_0.1_eps_1e-05_s_100",100004397,0.00999999,8.0231e-05
"n_1200_c_100000000_g_14_f_0.1_eps_1e-05_s_200",100022632,0.0119998,2.23712e-05
"n_1200_c_100000000_g_14_f_0.1_eps_1e-05_s_300",100031240,0.016,9.5763e-05
"n_1200_c_100000000_g_14_f_0.2_eps_0.0001_s_100",100010277,0.0109999,3.87827e-05
"n_1200_c_100000000_g_14_f_0.2_eps_0.0001_s_200",100028942,0.0139999,3.08927e-06
"n_1200_c_100000000_g_14_f_0.2_eps_0.0001_s_300",100044082,0.0139999,2.97439e-06
"n_1200_c_100000000_g_14_f_0.2_eps_0.001_s_100",100003830,0.0539999,9.90224e-05
"n_1200_c_100000000_g_14_f_0.2_eps_0.001_s_200",100019127,0.0149999,8.35487e-05
"n_1200_c_100000000_g_14_f_0.2_eps_0.001_s_300",100028641,0.0149999,9.35612e-05
"n_1200_c_100000000_g_14_f_0.2_eps_0.01_s_100",100007501,0.023,2.04134e-05
"n_1200_c_100000000_g_14_f_0.2_eps_0.01_s_200",100008393,0.0149999,8.14283e-05
"n_1200_c_100000000_g_14_f_0.2_eps_0.01_s_300",100025802,0.0139999,9.06016e-06
"n_1200_c_100000000_g_14_f_0.2_eps_0.1_s_100",99999056,0.345,5.8607e-05
"n_1200_c_100000000_g_14_f_0.2_eps_0.1_s_200",100006946,0.608,2.10759e-05
"n_1200_c_100000000_g_14_f_0.2_eps_0.1_s_300",100015706,0.289,1.73119e-05
"n_1200_c_100000000_g_14_f_0.2_eps_0_s_100",100012314,0.0150001,7.32867e-06
"n_1200_c_100000000_g_14_f_0.2_eps_0_s_200",100024863,0.0140002,4.25236e-05
"n_1200_c_100000000_g_14_f_0.2_eps_0_s_300",100030499,0.016,8.88175e-05
"n_1200_c_100000000_g_14_f_0.2_eps_1e-05_s_100",100004589,0.0110002,8.79443e-05
"n_1200_c_100000000_g_14_f_0.2_eps_1e-05_s_200",100021866,0.0119998,5.03018e-05
"n_1200_c_100000000_g_14_f_0.2_eps_1e-05_s_300",100041635,0.0149999,2.62722e-06
"n_1200_c_100000000_g_14_f_0.3_eps_0.0001_s_100",100009289,0.0270002,4.63025e-05
"n_1200_c_100000000_g_14_f_0.3_eps_0.0001_s_200",100026268,0.016,2.45482e-05
"n_1200_c_100000000_g_14_f_0.3_eps_0.0001_s_300",100047898,0.0150001,8.80785e-07
"n_1200_c_100000000_g_14_f_0.3_eps_0.001_s_100",100013175,0.059,1.55205e-06
"n_1200_c_100000000_g_14_f_0.3_eps_0.001_s_200",100018645,0.0150001,9.38397e-05
"n_1200_c_100000000_g_14_f_0.3_eps_0.001_s_300",100045888,0.029,1.67801e-05
"n_1200_c_100000000_g_14_f_0.3_eps_0.01_s_100",100008483,0.016,2.35157e-05
"n_1200_c_100000000_g_14_f_0.3_eps_0.01_s_200",100012169,0.00999999,9.84012e-05
"n_1200_c_100000000_g_14_f_0.3_eps_0.01_s_300",100031073,0.0139999,6.35513e-06
"n_1200_c_100000000_g_14_f_0.3_eps_0.1_s_100",100004093,0.288,2.98933e-05
"n_1200_c_100000000_g_14_f_0.3_eps_0.1_s_200",100012527,0.626,1.00504e-05
"n_1200_c_100000000_g_14_f_0.3_eps_0.1_s_300",100018142,0.947,3.06966e-05
"n_1200_c_100000000_g_14_f_0.3_eps_0_s_100",100004230,0.00999999,9.664e-05
"n_1200_c_100000000_g_14_f_0.3_eps_0_s_200",100019757,0.0140002,9.36217e-05
"n_1200_c_100000000_g_14_f_0.3_eps_0_s_300",100040440,0.0109999,5.79291e-05
"n_1200_c_100000000_g_14_f_0.3_eps_1e-05_s_100",100010412,0.0120001,4.20522e-05
"n_1200_c_100000000_g_14_f_0.3_eps_1e-05_s_200",100027421,0.00999999,2.77665e-05
"n_1200_c_100000000_g_14_f_0.3_eps_1e-05_s_300",100040254,0.0119998,3.96973e-05
"n_1200_c_100000000_g_2_f_0.1_eps_0.0001_s_100",50016160,0.00600004,0
"n_1200_c_100000000_g_2_f_0.1_eps_0.0001_s_200",50020758,0.00399995,0
"n_1200_c_100000000_g_2_f_0.1_eps_0.0001_s_300",50027372,0.00299978,0
"n_1200_c_100000000_g_2_f_0.1_eps_0.001_s_100",50106076,0.00499988,0
"n_1200_c_100000000_g_2_f_0.1_eps_0.001_s_200",50113029,0.00399995,0
"n_1200_c_100000000_g_2_f_0.1_eps_0.001_s_300",50116494,0.00400019,0
"n_1200_c_100000000_g_2_f_0.1_eps_0.01_s_100",51006034,0.00600004,0
"n_1200_c_100000000_g_2_f_0.1_eps_0.01_s_200",51011341,0.00399995,0
"n_1200_c_100000000_g_2_f_0.1_eps_0.01_s_300",51017778,0.00399995,0
"n_1200_c_100000000_g_2_f_0.1_eps_0.1_s_100",60005849,0.00399995,0
"n_1200_c_100000000_g_2_f_0.1_eps_0.1_s_200",60012892,0.00600004,0
"n_1200_c_100000000_g_2_f_0.1_eps_0.1_s_300",60019609,0.00499988,0
"n_1200_c_100000000_g_2_f_0.1_eps_0_s_100",50006466,0.0250001,0
"n_1200_c_100000000_g_2_f_0.1_eps_0_s_200",50012257,3.72,0
"n_1200_c_100000000_g_2_f_0.1_eps_0_s_300",50018014,2.523,0
"n_1200_c_100000000_g_2_f_0.1_eps_1e-05_s_100",50007420,0.00400019,0
"n_1200_c_100000000_g_2_f_0.1_eps_1e-05_s_200",50013993,0.00399995,0
"n_1200_c_100000000_g_2_f_0.1_eps_1e-05_s_300",50020508,0.0079999,0
"n_1200_c_100000000_g_2_f_0.2_eps_0.0001_s_100",50022919,0.00399995,1.79918e-07
"n_1200_c_100000000_g_2_f_0.2_eps_0.0001_s_200",50035020,0.00399995,0
"n_1200_c_100000000_g_2_f_0.2_eps_0.0001_s_300",50047874,0.00600004,0
"n_1200_c_100000000_g_2_f_0.2_eps_0.001_s_100",50111709,0.00600004,0
"n_1200_c_100000000_g_2_f_0.2_eps_0.001_s_200",50124275,0.00300002,3.99008e-08
"n_1200_c_100000000_g_2_f_0.2_eps_0.001_s_300",50133410,0.00800014,0
"n_1200_c_100000000_g_2_f_0.2_eps_0.01_s_100",51012043,0.00400019,0
"n_1200_c_100000000_g_2_f_0.2_eps_0.01_s_200",51023815,0.00200009,0
"n_1200_c_100000000_g_2_f_0.2_eps_0.01_s_300",51036397,0.00699997,5.87816e-08
"n_1200_c_100000000_g_2_f_0.2_eps_0.1_s_100",60011685,0.0079999,0
"n_1200_c_100000000_g_2_f_0.2_eps_0.1_s_200",60024741,0.00500011,0
"n_1200_c_100000000_g_2_f_0.2_eps_0.1_s_300",60035911,0.00400019,0
"n_1200_c_100000000_g_2_f_0.2_eps_0_s_100",50012419,0.0999999,0
"n_1200_c_100000000_g_2_f_0.2_eps_0_s_200",50025989,0.901,0
"n_1200_c_100000000_g_2_f_0.2_eps_0_s_300",50035404,1.808,0
"n_1200_c_100000000_g_2_f_0.2_eps_1e-05_s_100",50012761,0.00399995,3.99898e-08
"n_1200_c_100000000_g_2_f_0.2_eps_1e-05_s_200",50025628,0.00600004,0
"n_1200_c_100000000_g_2_f_0.2_eps_1e-05_s_300",50036644,0.00600004,0
"n_1200_c_100000000_g_2_f_0.3_eps_0.0001_s_100",50028008,0.00800014,0
"n_1200_c_100000000_g_2_f_0.3_eps_0.0001_s_200",50045636,0.00800014,0
"n_1200_c_100000000_g_2_f_0.3_eps_0.0001_s_300",50062024,0.00399995,0
"n_1200_c_100000000_g_2_f_0.3_eps_0.001_s_100",50118120,0.00399995,1.99529e-08
"n_1200_c_100000000_g_2_f_0.3_eps_0.001_s_200",50136498,0.00600004,1.99455e-08
"n_1200_c_100000000_g_2_f_0.3_eps_0.001_s_300",50157634,0.00600004,3.98743e-08
"n_1200_c_100000000_g_2_f_0.3_eps_0.01_s_100",51018427,0.0059998,0
"n_1200_c_100000000_g_2_f_0.3_eps_0.01_s_200",51035606,0.00500011,3.91883e-08
"n_1200_c_100000000_g_2_f_0.3_eps_0.01_s_300",51055809,0.00600004,0
"n_1200_c_100000000_g_2_f_0.3_eps_0.1_s_100",60017360,0.00500011,0
"n_1200_c_100000000_g_2_f_0.3_eps_0.1_s_200",60036199,0.00699997,0
"n_1200_c_100000000_g_2_f_0.3_eps_0.1_s_300",60054309,0.0079999,0
"n_1200_c_100000000_g_2_f_0.3_eps_0_s_100",50018157,0.111,0
"n_1200_c_100000000_g_2_f_0.3_eps_0_s_200",50037797,2.183,0
"n_1200_c_100000000_g_2_f_0.3_eps_0_s_300",50051416,1.335,0
"n_1200_c_100000000_g_2_f_0.3_eps_1e-05_s_100",50018729,0.00199986,0
"n_1200_c_100000000_g_2_f_0.3_eps_1e-05_s_200",50038039,0.0079999,0
"n_1200_c_100000000_g_2_f_0.3_eps_1e-05_s_300",50053610,0.00600004,3.99572e-08
"n_1200_c_100000000_g_6_f_0.1_eps_0.0001_s_100",97193705,60.011,0.0244272
"n_1200_c_100000000_g_6_f_0.1_eps_0.0001_s_200",97203014,60.213,0.0243172
"n_1200_c_100000000_g_6_f_0.1_eps_0.0001_s_300",97212292,60.024,0.0248639
"n_1200_c_100000000_g_6_f_0.1_eps_0.001_s_100",99983692,60.044,0.000198368
"n_1200_c_100000000_g_6_f_0.1_eps_0.001_s_200",99992219,60.011,0.000155807
"n_1200_c_100000000_g_6_f_0.1_eps_0.001_s_300",100001040,60.046,0.000107152
"n_1200_c_100000000_g_6_f_0.1_eps_0.01_s_100",99756368,60.016,0.00122561
"n_1200_c_100000000_g_6_f_0.1_eps_0.01_s_200",99763897,60.008,0.00182553
"n_1200_c_100000000_g_6_f_0.1_eps_0.01_s_300",99769681,60.008,0.00209914
"n_1200_c_100000000_g_6_f_0.1_eps_0.1_s_100",99381421,60.008,0.0062496
"n_1200_c_100000000_g_6_f_0.1_eps_0.1_s_200",99388147,60.005,0.00620774
"n_1200_c_100000000_g_6_f_0.1_eps_0.1_s_300",99394647,60.009,0.00617071
"n_1200_c_100000000_g_6_f_0.1_eps_0_s_100",96883804,60.015,0.0322044
"n_1200_c_100000000_g_6_f_0.1_eps_0_s_200",96892373,60.017,0.0321567
"n_1200_c_100000000_g_6_f_0.1_eps_0_s_300",96901140,60.014,0.032095
"n_1200_c_100000000_g_6_f_0.1_eps_1e-05_s_100",96915217,60.024,0.0277036
"n_1200_c_100000000_g_6_f_0.1_eps_1e-05_s_200",96923046,60.723,0.0279377
"n_1200_c_100000000_g_6_f_0.1_eps_1e-05_s_300",96931140,60.011,0.0291841
"n_1200_c_100000000_g_6_f_0.2_eps_0.0001_s_100",97200599,60.018,0.0248653
"n_1200_c_100000000_g_6_f_0.2_eps_0.0001_s_200",97215541,60.019,0.0243102
