Name,Obj Fn,Runtime,MIPGAP,seed
MT1_1200.txt,7899.9514,3600.6830,0.0981,2520529567
MT1_1300.txt,9159.0468,3600.4450,0.1754,4206855660
MT1_1400.txt,9872.6722,3600.4400,0.1938,2664859269
MT1_1500.txt,10249.2863,3612.0580,0.1831,3923942566
MT1_1600.txt,10807.7538,3600.5300,0.1908,1623572136
MT1_1700.txt,11270.8910,3600.6080,0.1976,1817829988
MT1_1800.txt,11598.5422,3600.5250,0.1896,3035602083
MT1_1900.txt,12007.9822,3600.6450,0.1816,1983658574
MT1_2000.txt,13111.1039,3600.6580,0.2276,1801765427
