0.000000;131735.000000;135869.000000;0.000000;669643.000000;131735.000000;1.000000;11.738425
1.000000;142057.000000;144884.000000;0.000000;917908.000000;142057.000000;1.000000;28.797642
2.000000;147842.000000;134211.000000;0.000000;117831.000000;147842.000000;1.000000;42.027634
3.000000;149277.000000;143829.000000;0.000000;318073.000000;149277.000000;1.000000;52.889263
4.000000;149767.000000;139364.000000;0.000000;185889.000000;149767.000000;1.000000;63.654819
5.000000;149952.000000;143406.000000;0.000000;268326.000000;149952.000000;1.000000;73.218872
6.000000;149952.000000;127585.000000;0.000000;536685.000000;148570.000000;1.000000;80.523521
7.000000;149952.000000;124723.000000;0.000000;440878.000000;144770.000000;1.000000;87.337395
8.000000;154272.000000;127618.000000;0.000000;421095.000000;154272.000000;1.000000;94.152710
9.000000;154272.000000;138853.000000;0.000000;110569.000000;151821.000000;1.000000;100.939720
10.000000;154272.000000;112554.000000;0.000000;1257790.000000;0.000000;0.000000;105.680931
11.000000;157347.000000;129811.000000;0.000000;484557.000000;157347.000000;1.000000;112.656158
12.000000;157347.000000;127721.000000;0.000000;599172.000000;142789.000000;1.000000;119.012062
13.000000;157347.000000;121724.000000;0.000000;903943.000000;149030.000000;1.000000;125.194237
14.000000;157919.000000;125874.000000;0.000000;727164.000000;157919.000000;1.000000;131.753662
15.000000;157919.000000;135629.000000;0.000000;393214.000000;148846.000000;1.000000;138.303955
16.000000;157919.000000;119128.000000;0.000000;1071851.000000;0.000000;0.000000;142.992233
17.000000;157919.000000;124692.000000;0.000000;908245.000000;157742.000000;1.000000;149.685638
18.000000;157919.000000;124003.000000;0.000000;653836.000000;157742.000000;1.000000;156.191040
19.000000;158435.000000;126073.000000;0.000000;723484.000000;158435.000000;1.000000;162.909775
20.000000;158435.000000;132713.000000;0.000000;325922.000000;154910.000000;1.000000;175.254303
21.000000;158435.000000;119211.000000;0.000000;1041039.000000;0.000000;0.000000;184.559036
22.000000;158529.000000;123826.000000;0.000000;965781.000000;158529.000000;1.000000;196.669434
23.000000;158529.000000;130124.000000;0.000000;467147.000000;152743.000000;1.000000;209.315140
24.000000;158529.000000;122862.000000;0.000000;933449.000000;153548.000000;1.000000;220.748779
25.000000;159210.000000;130813.000000;0.000000;409510.000000;159210.000000;1.000000;233.494965
26.000000;159210.000000;130381.000000;0.000000;581831.000000;156069.000000;1.000000;245.022507
27.000000;159210.000000;117093.000000;0.000000;1042057.000000;0.000000;0.000000;254.092422
28.000000;159210.000000;130040.000000;0.000000;550014.000000;158544.000000;0.000000;266.300781
29.000000;159210.000000;117171.000000;0.000000;952186.000000;158914.000000;1.000000;279.105286
30.000000;159210.000000;116416.000000;0.000000;1137852.000000;158914.000000;1.000000;292.637024
31.000000;159210.000000;122143.000000;0.000000;856612.000000;158914.000000;1.000000;305.878113
32.000000;159210.000000;120193.000000;0.000000;802417.000000;158914.000000;1.000000;318.121674
33.000000;159210.000000;130749.000000;0.000000;338519.000000;158544.000000;0.000000;331.591858
34.000000;159210.000000;127473.000000;0.000000;651185.000000;158544.000000;1.000000;343.887512
35.000000;159210.000000;120228.000000;0.000000;1073420.000000;158544.000000;0.000000;356.946808
36.000000;159210.000000;120647.000000;0.000000;842214.000000;158914.000000;1.000000;369.305634
37.000000;159210.000000;120776.000000;0.000000;851913.000000;158544.000000;1.000000;382.368683
38.000000;159210.000000;118724.000000;0.000000;1038031.000000;158914.000000;1.000000;394.924072
