Name,Obj Fn,Runtime,MIPGAP
B1C6,5218,3600.08,0.620161
B2C6,3394,3600.09,1.57896
B3C6,2362,3600.07,2.34251
B4C6,4424,3600.1,0.97943
B5C6,-1,3600.12
B6C6,10605,3600.11,0.313154
B7C6,9524,3600.12,0.407392
B8C6,10529,3600.14,0.322158
B9C6,10104,3600.11,0.375495
B10C6,9671,3600.08,0.336056
B11C6,-1,3600.11
B12C6,11024,3600.1,0.439405
B13C6,10751,3600.11,0.402939
B14C6,11567,3600.12,0.29394
B15C6,9843,3600.11,0.502286
