Name,Obj Fn,Runtime,MIPGAP
B1C3,-1,3600.18
B2C3,-1,3600.03
B3C3,-1,3600.04
B4C3,-1,3600.08
B5C3,-1,3600.05
B6C3,-1,3600.04
B7C3,-1,3600.04
B8C3,22316,3600.43,0.106136
B9C3,-1,3600.04
B10C3,-1,3600.04
B11C3,-1,3600.04
B12C3,32394,3600.48,0.0506978
B13C3,32942,3600.53,0.0370994
B14C3,-1,3600.05
B15C3,30555,3600.56,0.0692446
