Name,Best known Obj,Obj Fn,Runtime,MIPGAP
18_150_30_30,34010,34010,7200.13399982452,0.00423404880917377
20_200_5_2,24586,24586,7200.22099995613,0.00235906613519889
25_200_30_1,31997,31972,7200.16900014877,0.00525459777305142
27_200_30_30,-17759,-17759,7200.12699985504,0.0048989244889915
35_250_30_15,53324,53322,7200.14400005341,0.00241926409361989
36_250_30_30,-19784,-19784,7200.31200003624,0.00414476344520825
44_500_30_15,81160,81164,7200.21099996567,0.00216844906608841
45_500_30_30,-18054,-18054,7200.08799982071,0.00371108895535615
