Name,Obj Fn,Runtime,MIPGAP
B1C6,5340,1800.11,0.583146
B2C6,4390,1800.06,0.99385
B3C6,4227,1800.07,0.867755
B4C6,4706,1800.08,0.860816
B5C6,2597,1800.09,2.10705
B6C6,10808,1800.08,0.28849
B7C6,9807,1800.07,0.366779
B8C6,10882,1800.09,0.279269
B9C6,10595,1800.09,0.311751
B10C6,10297,1800.08,0.254832
B11C6,11029,1800.13,0.398223
B12C6,11884,1800.11,0.335241
B13C6,10751,1800.08,0.402939
B14C6,11567,1800.12,0.29394
B15C6,10419,1800.09,0.419234
