Name,Obj Fn,Runtime,MIPGAP
B1C3,34490,3600.19,0.0510293
B2C3,36311,3600.5,0.0529592
B3C3,39075,3600.09,0.0546897
B4C3,34179,3600.16,0.0815706
B5C3,34278,3600.22,0.0681778
B6C3,72393,3600.11,0.0173359
B7C3,65460,3600.09,0.032264
B8C3,71797,3600.11,0.0217976
B9C3,66738,3600.14,0.0441278
B10C3,73411,3600.22,0.0240015
B11C3,95484,3600.12,0.0348121
B12C3,93481,3600.11,0.0223468
B13C3,84341,3600.17,0.0222662
B14C3,96823,3600.45,0.0299412
B15C3,92805,3600.15,0.026949
