Name,Obj Fn,Runtime,MIPGAP
"1-1000-60-60-1.0-0.25-M.txt",31819,0.105,1e+100
"1-1000-60-60-1.0-0.25-P.txt",157433,0.104,1e+100
"1-1000-60-60-1.0-0.5-M.txt",-1,0.101
"1-1000-60-60-1.0-0.5-P.txt",-1,0.113
"1-1000-60-60-1.0-0.75-M.txt",-1,0.101
"1-1000-60-60-1.0-0.75-P.txt",-1,0.11
"10-1000-60-60-1.0-0.25-M.txt",36175,0.108,0.883594
"10-1000-60-60-1.0-0.25-P.txt",143001,0.108,2.12924
"10-1000-60-60-1.0-0.5-M.txt",-1,0.113
"10-1000-60-60-1.0-0.5-P.txt",-1,0.103
"10-1000-60-60-1.0-0.75-M.txt",-1,0.102
"10-1000-60-60-1.0-0.75-P.txt",-1,0.103
"2-1000-60-60-1.0-0.25-M.txt",33856,0.114,0.873641
"2-1000-60-60-1.0-0.25-P.txt",129781,0.115,1.97571
"2-1000-60-60-1.0-0.5-M.txt",-1,0.103
"2-1000-60-60-1.0-0.5-P.txt",-1,0.114
"2-1000-60-60-1.0-0.75-M.txt",-1,0.106
"2-1000-60-60-1.0-0.75-P.txt",-1,0.104
"3-1000-60-60-1.0-0.25-M.txt",32292,0.104,1e+100
"3-1000-60-60-1.0-0.25-P.txt",144665,0.103,1e+100
"3-1000-60-60-1.0-0.5-M.txt",-1,0.108
"3-1000-60-60-1.0-0.5-P.txt",-1,0.101
"3-1000-60-60-1.0-0.75-M.txt",-1,0.103
"3-1000-60-60-1.0-0.75-P.txt",-1,0.112
"4-1000-60-60-1.0-0.25-M.txt",32724,0.105,0.985546
"4-1000-60-60-1.0-0.25-P.txt",132101,0.106,1.99688
"4-1000-60-60-1.0-0.5-M.txt",-1,0.101
"4-1000-60-60-1.0-0.5-P.txt",-1,0.111
"4-1000-60-60-1.0-0.75-M.txt",-1,0.11
"4-1000-60-60-1.0-0.75-P.txt",-1,0.108
"5-1000-60-60-1.0-0.25-M.txt",29618,0.105,1.0368
"5-1000-60-60-1.0-0.25-P.txt",141804,0.104,1.95946
"5-1000-60-60-1.0-0.5-M.txt",-1,0.102
"5-1000-60-60-1.0-0.5-P.txt",-1,0.108
"5-1000-60-60-1.0-0.75-M.txt",-1,0.104
"5-1000-60-60-1.0-0.75-P.txt",-1,0.109
"6-1000-60-60-1.0-0.25-M.txt",35537,0.106,0.953907
"6-1000-60-60-1.0-0.25-P.txt",141906,0.107,1e+100
"6-1000-60-60-1.0-0.5-M.txt",-1,0.107
"6-1000-60-60-1.0-0.5-P.txt",-1,0.107
"6-1000-60-60-1.0-0.75-M.txt",-1,0.111
"6-1000-60-60-1.0-0.75-P.txt",-1,0.102
"7-1000-60-60-1.0-0.25-M.txt",34784,0.104,0.880146
"7-1000-60-60-1.0-0.25-P.txt",143703,0.103,2.02823
"7-1000-60-60-1.0-0.5-M.txt",-1,0.101
"7-1000-60-60-1.0-0.5-P.txt",-1,0.1
"7-1000-60-60-1.0-0.75-M.txt",-1,0.106
"7-1000-60-60-1.0-0.75-P.txt",-1,0.101
"8-1000-60-60-1.0-0.25-M.txt",35920,0.107,0.929259
"8-1000-60-60-1.0-0.25-P.txt",147190,0.105,2.05138
"8-1000-60-60-1.0-0.5-M.txt",-1,0.101
"8-1000-60-60-1.0-0.5-P.txt",-1,0.101
"8-1000-60-60-1.0-0.75-M.txt",-1,0.108
"8-1000-60-60-1.0-0.75-P.txt",-1,0.102
"9-1000-60-60-1.0-0.25-M.txt",32795,0.105,0.927275
"9-1000-60-60-1.0-0.25-P.txt",133803,0.105,1.90165
"9-1000-60-60-1.0-0.5-M.txt",-1,0.105
"9-1000-60-60-1.0-0.5-P.txt",-1,0.108
"9-1000-60-60-1.0-0.75-M.txt",-1,0.107
"9-1000-60-60-1.0-0.75-P.txt",-1,0.104
