Name,Obj Fn,Runtime,MIPGAP
B6C6_1,11646,3600.04,0.173965
B6C6_2,14364,3600.04,0.0725425
B6C6_3,17036,32.623,0
B6C6_4,18724,0.601,0
B6C6_5,19357,0.05,0
