Name,Obj Fn,Runtime,MIPGAP
B1C6,4960,604.132,2995.92,0.390121
B2C6,-1,2975.3
B3C6,-1,2999.33
B4C6,2603,613.371,2986.68,1.62236
B5C6,-1,2999.17
B6C6,9353,622.15,2977.91,0.344168
B7C6,9195,621.995,2978.08,0.3118
B8C6,10551,614.094,2985.98,0.183205
B9C6,9570,600.924,2999.14,0.315569
B10C6,9740,606.737,2993.37,0.217864
B11C6,-1,2992.88
B12C6,9220,626.393,2973.64,0.540889
B13C6,-1,2983.85
B14C6,10351,612.3,2987.74,0.279683
B15C6,7395,602.465,2997.57,0.77904
