Name,Obj Fn,Runtime,MIPGAP
B1C3,9517,0.108,0.399916
B2C3,9463,0.107,0.366797
B3C3,8888,0.104,0.47536
B4C3,9570,0.106,0.439498
B5C3,-1,0.106
B6C3,21930,0.106,0.156042
B7C3,20282,0.109,0.184696
B8C3,20303,0.104,0.244053
B9C3,19628,0.108,0.276187
B10C3,19991,0.105,0.31024
B11C3,-1,0.108
B12C3,30926,0.103,0.124555
B13C3,30941,0.103,0.127727
B14C3,33999,0.108,0.0904144
B15C3,28367,0.103,0.177918
