Name,Obj Fn,Runtime,MIPGAP
B1C3,7956,0.103,0.675088
B2C3,8867,0.104,0.458667
B3C3,-1,0.106
B4C3,8187,0.104,0.681935
B5C3,-1,0.105
B6C3,19667,0.103,0.28886
B7C3,18481,0.102,0.298577
B8C3,20550,0.102,0.229002
B9C3,20277,0.107,0.235341
B10C3,20946,0.104,0.25074
B11C3,-1,0.107
B12C3,30590,0.103,0.136809
B13C3,30447,0.106,0.146123
B14C3,33334,0.108,0.112258
B15C3,29941,0.112,0.11683
