Name,Obj Fn,Runtime,MIPGAP
B4C3,8986,616.912,2983.11,0.412197
B5C3,-1,2993.24
B6C3,22912,615.653,2984.39,0.0719274
B7C3,21786,602.282,2997.79,0.0718351
B8C3,23124,622.557,2977.5,0.0592453
B9C3,18829,623.371,2976.72,0.285517
B10C3,23197,616.181,2983.99,0.0994094
B11C3,-1,2996.45
B12C3,31303,626.419,2973.62,0.0782673
B13C3,30471,617.75,2982.3,0.113157
B14C3,34181,627.961,2972.1,0.0575755
B15C3,-1,2994.48
